"Step","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MAX"
"54560","","","","","","","350","350","350","","","","","","","","",""
"54912","","","","","","","","","","250","250","250","","","","","",""
"55040","","","","","","","","","","250","250","250","","","","","",""
"55056","","","","","","","250","250","250","","","","","","","","",""
"55168","","","","","","","","","","","","","","","","350","350","350"
"55200","","","","","","","100","100","100","","","","","","","","",""
"55264","","","","","","","250","250","250","","","","","","","","",""
"55936","","","","","","","","","","116.66666412353516","116.66666412353516","116.66666412353516","","","","","",""
"56832","","","","","","","","","","250","250","250","","","","","",""
"57600","","","","","","","","","","225","225","225","","","","","",""
"57728","","","","","","","","","","350","350","350","","","","","",""
"58048","","","","","","","200","200","200","","","","","","","","",""
"58240","","","","","","","","","","150","150","150","","","","","",""
"59392","","","","","","","450","450","450","150","150","150","","","","","",""
"60928","","","","","","","","","","","","","","","","350","350","350"
"61568","","","","","","","","","","200","200","200","","","","","",""
"61952","","","","","","","","","","150","150","150","","","","","",""
"62208","","","","","","","","","","425","425","425","","","","","",""
"64256","","","","","","","","","","","","","","","","200","200","200"
"64704","","","","","","","250","250","250","","","","","","","","",""
"65152","","","","","","","","","","","","","","","","150","150","150"
"65280","","","","","","","","","","325","325","325","","","","","",""
"65520","","","","","","","150","150","150","","","","","","","","",""
"65536","","","","","","","","","","250","250","250","","","","","",""
"65920","","","","","","","","","","350","350","350","","","","","",""
"66032","","","","","","","300","300","300","","","","","","","","",""
"66272","","","","","","","200","200","200","","","","","","","","",""
"66320","","","","","","","50","50","50","","","","","","","","",""
"66432","","","","","","","","","","275","275","275","","","","","",""
"68352","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"69504","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"70016","","","","","","","","","","","","","","","","200","200","200"
"70272","","","","","","","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703"
"70784","","","","","","","","","","","","","","","","200","200","200"
"71072","","","","","","","600","600","600","","","","","","","","",""
"72752","","","","","","","100","100","100","","","","","","","","",""
"73088","","","","","","","","","","325","325","325","","","","","",""
"73136","","","","","","","50","50","50","","","","","","","","",""
"73680","","","","","","","100","100","100","","","","","","","","",""
"74112","","","","","","","","","","100","100","100","","","","","",""
"74368","","","","","","","","","","437.5","437.5","437.5","","","","","",""
"74624","","","","","","","","","","400","400","400","","","","","",""
"75264","","","","","","","","","","400","400","400","","","","","",""
"75536","","","","","","","50","50","50","","","","","","","","",""
"76144","","","","","","","150","150","150","","","","","","","","",""
"76400","","","","","","","250","250","250","","","","","","","","",""
"77104","","","","","","","175","175","175","","","","","","","","",""
"78416","","","","","","","250","250","250","","","","","","","","",""
"78976","","","","","","","400","400","400","","","","","","","","",""
"79872","","","","","","","","","","75","75","75","","","","","",""
"80608","","","","","","","350","350","350","","","","","","","","",""
"80800","","","","","","","0","0","0","","","","","","","","",""
"80976","","","","","","","50","50","50","","","","","","","","",""
"82048","","","","","","","","","","","","","","","","475","475","475"
"82192","","","","","","","0","0","0","","","","","","","","",""
"83056","","","","","","","350","350","350","","","","","","","","",""
"83072","","","","","","","450","450","450","","","","","","","","",""
"83728","","","","","","","475","475","475","","","","","","","","",""
"84352","","","","","","","","","","","","","","","","175","175","175"
"85120","","","","","","","","","","250","250","250","","","","","",""
"86016","","","","","","","","","","","","","","","","425","425","425"
"86784","","","","","","","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406"
"86912","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"86944","","","","","","","150","150","150","","","","","","","","",""
"87936","","","","","","","","","","","","","","","","275","275","275"
"88656","","","","","","","0","0","0","","","","","","","","",""
"88832","","","","","","","","","","150","150","150","","","","","",""
"88960","","","","","","","","","","","","","","","","250","250","250"
"89200","","","","","","","450","450","450","","","","","","","","",""
"90112","","","","","","","","","","216.6666717529297","216.6666717529297","216.6666717529297","","","","","",""
"90240","","","","","","","","","","150","150","150","","","","","",""
"91632","","","","","","","600","600","600","","","","","","","","",""
"92160","","","","","","","","","","125","125","125","","","","","",""
"92544","","","","","","","","","","300","300","300","","","","","",""
"94080","","","","","","","","","","200","200","200","","","","","",""
"94352","","","","","","","450","450","450","","","","","","","","",""
"94592","","","","","","","150","150","150","366.6666564941406","366.6666564941406","366.6666564941406","","","","","",""
"94720","","","","","","","","","","200","200","200","","","","","",""
"95360","","","","","","","","","","300","300","300","","","","","",""
"95824","","","","","","","350","350","350","","","","","","","","",""
"96256","","","","","","","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703"
"96512","","","","","","","","","","225","225","225","","","","","",""
"96544","","","","","","","200","200","200","","","","","","","","",""
"96688","","","","","","","150","150","150","","","","","","","","",""
"100352","","","","","","","","","","325","325","325","","","","","",""
"100480","","","","","","","","","","400","400","400","","","","","",""
"101248","","","","","","","","","","100","100","100","","","","","",""
"101376","","","","","","","","","","300","300","300","","","","66.66666412353516","66.66666412353516","66.66666412353516"
"102400","","","","","","","","","","350","350","350","","","","","",""
"102784","","","","","","","","","","225","225","225","","","","","",""
"102976","","","","","","","300","300","300","","","","","","","","",""
"103168","","","","","","","","","","175","175","175","","","","","",""
"103456","","","","","","","350","350","350","","","","","","","","",""
"103808","","","","","","","","","","212.5","212.5","212.5","","","","","",""
"103936","","","","","","","","","","150","150","150","","","","","",""
"106624","","","","","","","","","","100","100","100","","","","","",""
"106880","","","","","","","","","","200","200","200","","","","","",""
"107392","","","","","","","","","","450","450","450","","","","","",""
"107520","","","","","","","","","","100","100","100","","","","","",""
"107552","","","","","","","250","250","250","","","","","","","","",""
"108096","","","","","","","250","250","250","","","","","","","","",""
"108928","","","","","","","","","","175","175","175","","","","","",""
"109568","","","","","","","","","","350","350","350","","","","","",""
"109696","","","","","","","","","","","","","","","","350","350","350"
"109952","","","","","","","","","","133.3333282470703","133.3333282470703","133.3333282470703","","","","","",""
"110720","","","","","","","","","","300","300","300","","","","","",""
"110976","","","","","","","","","","","","","","","","550","550","550"
"111472","","","","","","","50","50","50","","","","","","","","",""
"112624","","","","","","","0","0","0","","","","","","","","",""
"113536","","","","","","","","","","100","100","100","","","","","",""
"113664","","","","","","","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703"
"115024","","","","","","","300","300","300","","","","","","","","",""
"115440","","","","","","","350","350","350","","","","","","","","",""
"116096","","","","","","","","","","","","","","","","100","100","100"
"116400","","","","","","","350","350","350","","","","","","","","",""
"116576","","","","","","","100","100","100","","","","","","","","",""
"119824","","","","","","","50","50","50","","","","","","","","",""
"120016","","","","","","","100","100","100","","","","","","","","",""
"120192","","","","","","","","","","650","650","650","","","","","",""
"120320","","","","","","","","","","175","175","175","","","","","",""
"121984","","","","","","","","","","187.5","187.5","187.5","","","","","",""
"123008","","","","","","","","","","200","200","200","","","","","",""
"123312","","","","","","","325","325","325","","","","","","","","",""
"123648","","","","","","","","","","200","200","200","","","","","",""
"123904","","","","","","","","","","175","175","175","","","","","",""
"124544","","","","","","","150","150","150","","","","","","","","",""
"125056","","","","","","","","","","","","","","","","237.5","237.5","237.5"
"126272","","","","","","","250","250","250","","","","","","","","",""
"126464","","","","","","","","","","150","150","150","","","","","",""
"127152","","","","","","","350","350","350","","","","","","","","",""
"127264","","","","","","","50","50","50","","","","","","","","",""
"127552","","","","","","","300","300","300","","","","","","","","",""
"127872","","","","","","","","","","250","250","250","","","","","",""
"128624","","","","","","","150","150","150","","","","","","","","",""
"128928","","","","","","","650","650","650","","","","","","","","",""
"129472","","","","","","","100","100","100","","","","","","","","",""
"130944","","","","","","","","","","160","160","160","","","","","",""
